file name,expected,extracted,status
c8b26251_2dbb_11eb_a46b_fd4b5885d694_pdf.pdf,NORTH CAROLINA FARM BUREAU | NORTH CAROLINA FARM BUREAU,NORTH CAROLINA FARM BUREAU,False
5_7_PDF_cancel78_The_Travelers_Insurance_Companies_CANCELLATION.pdf,THE TRAVELERS INSURANCE COMPANIES,THE TRAVELERS INSURANCE COMPANIES,True
e52f4cea_2bb1_11eb_9847_0d6372b50468_pdf.pdf,Allstate Indemnity Company Mortgagee Dec,Allstate Indemnity Company,False
aba7124c_2b60_11eb_b3c4_7760f2fa6428_pdf.pdf,Encompass Indemnity Company,Encompass Indemnity Company,True
6_7_PDF_bin_1Statefarm_Automobile.pdf,"STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY of Bloomington,",STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,False
Metropolitian_Casualty_Insurance_Company_Declaration_47_7_PDF_dec_95.pdf,Metropolitan Casualty Insurance Company,Metropolitan Casualty Insurance Company,True
,Progressive Northern Insurance Co,Progressive Northern Insurance Co,True
ALLSTATE_VEHICLE_PROPERTY_IN_CO_RENEWAL_52_7_PDF_amend201.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
Allstate_vehicle_and_Property_Insurance_Company_Renewal_327_328_7_PDF_renew_16.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
5_7_PDF_binder4_state_farm_ins_com.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
Nationwide_Mutual_Insurance_Company_83_7_PDF_amend204.pdf,Nationwide Mutual Insurance Company,Nationwide Mutual Insurance Company,True
5_7_PDF_cancel76_THE_TRAVELERS_INSURANCE_COMPANIES_CANCEL.pdf,THE TRAVELERS INSURANCE COMPANIES,THE TRAVELERS INSURANCE COMPANIES,True
Nationwide_Mutual_Fire_Insurance_Company_52_7_PDF_amend204.pdf,Nationwide Mutual Fire Insurance Company,Nationwide Mutual Fire Insurance Company,True
Chubb_National_Ins_Co_Declaration_89_dec_98.pdf,Chubb National Insurance Company,Chubb National Insurance Company,True
ALLSTATE_VEHICLE_AND_PROPERTY_INS_ENDORSEMENT_59_7_PDF_amend194.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
4_7_PDF_cancel78_The_Travelers_Insurance_Companies_Cancellation.pdf,THE TRAVELERS INSURANCE COMPANIES,THE TRAVELERS INSURANCE COMPANIES,True
a899910e_2a3d_11eb_b3c4_653c7437a675_pdf.pdf,Erie Insurance Exchange,Erie Insurance Exchange,True
Nationwide_Mutual_Fire_Insurance_Company_94_7_PDF_amend204.pdf,Nationwide Mutual Fire Insurance Company,Nationwide Mutual Fire Insurance Company,True
5_7_PDF_binder4_state_farm_ins_com_5.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
5_7_PDF_binder4_state_farm_ins_com_4.pdf,"STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY of Bloomington,",STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,False
RENEWAL_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_81_7_PDF_renew_221.pdf,State Farm Fire and Casualty Company.,State Farm Fire and Casualty Company.,True
736ba1f2_2dbb_11eb_9847_a7d51af9841b_pdf.pdf,MENDOTA INSURANCE COMPANY,MENDOTA INSURANCE COMPANY,True
NOTICE_OF_REINSTATEMENT_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_125_7_PDF_rein_4.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
Nationwide_mortgagee52_7_PDF_amend_53.pdf,DEPOSITORS INSURANCE COMPANY,DEPOSITORS INSURANCE COMPANY,True
46_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,Unique Insurance Company,Unique Insurance Company,True
361743b2_2adf_11eb_b3c4_c3b75ddc0b9e_pdf.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
25_7_PDF_decpage120_AMICA_Mutual_Insurance_Company_Dec.pdf,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,True
5_7_PDF_binder4_state_farm_ins_com_2.pdf,State Farm Mutual Automobile    Insurance Company,State Farm Mutual Automobile    Insurance Company,True
72a46562_29c3_11eb_a46b_c724cff9e027_pdf.pdf,Allstate Mortgage Relations Center,Allstate Vehicle and Property Insurance Company,False
14_7_PDF_renew_170.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
35cbb5cf_29c9_11eb_b3c4_7bca5c2d9ec6_pdf.pdf,Erie Insurance Exchange,Erie Insurance Exchange,True
5_7_PDF_bin_1Statefarm_mutual.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
6b90eb86_2bb0_11eb_9847_cb65b2e4990e_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
46_7_PDF_cancel63_AMICA_MUTUAL_INS_CO_CANCEL.pdf,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,True
42_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,Unique Insurance Company,Unique Insurance Company,True
5_7_PDF_bin_1Statefarm_Automobile.pdf,State Farm Automobile Insurance,State Farm Automobile Insurance,True
6b2f857f_29c3_11eb_a46b_a79d58b12879_pdf.pdf,Oklahoma Farm Bureau Mutual Insurance Company,Oklahoma Farm Bureau Mutual Insurance Company,True
STATE_FARM_FIRE_AND_CASUALTY_REIN_82_7_PDF_rein28.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
AMERICAN_FAMILY_INS_CO_REIN_207_7_PDF_rein28.pdf,AMERICAN FAMILY INSURANCE COMPANY,AMERICAN FAMILY INSURANCE COMPANY,True
4_7_PDF_binder4_state_farm_ins_com.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
73_FARM_BUREAU_FINANCIAL_SERVICES_08_10_2020_REINST_27_PDF_reinst27.pdf,Farm Bureau Property & Casualty Insurance Company,Farm Bureau Property & Casualty Insurance Company,True
41_7_PDF_cancel_52_Amica_Mutual_Insurance_Company_Cancellation.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
ALLSTATE_VEHICLE_AND_PROPERTY_INS_ENDORSEMENT_38_7_PDF_amend194.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
NOTICE_OF_REINSTATEMENT_MGA_INSURANCE_COMPANYINC_152_7_PDF_rein_4.pdf,"MGA Insurance Company, Inc.","MGA Insurance Company, Inc.",True
4_7_PDF_binder4_state_farm_ins_com_7.pdf,State Farm Mutual Automobile    Insurance Company,State Farm Mutual Automobile    Insurance Company,True
41_7_PDF_cancel_52_Amica_Mutual_Insurance_Company_Cancellation_2.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
AMERICAN_FAMILY_INS_CO_REIN_205_7_PDF_rein28.pdf,AMERICAN FAMILY INSURANCE COMPANY,AMERICAN FAMILY INSURANCE COMPANY,True
PROGRESSIVE_DIRECT_INS_CO_ID_63_7_PDF_ID_4.pdf,Progressive Direct Insurance Co,Progressive Direct Insurance Co,True
4_7_PDF_binder4_state_farm_ins_com_6.pdf,State Farm Mutual Automobile    Insurance Company,State Farm Mutual Automobile    Insurance Company,True
26_7_PDF_decpage119_Erie_Insurance_Exchange_Dec.pdf,Erie Insurance Exchange,Erie Insurance Exchange,True
40_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,Unique Insurance Company,Unique Insurance Company,True
36ae6dcc_2dba_11eb_a46b_53df0bc2c069_pdf.pdf,Lonestar Managing General Agency (Maverick),,False
80_7_PDF_decpage119_GEICO_General_Insurance_Company_Dec.pdf,GEICO GENERAL INSURANCE COMPANY,GEICO GENERAL INSURANCE COMPANY,True
Allstate_Insurance_Company_Renewal_195_196_7_PDF_renew_16.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
Nationwide_General_Insurance_Company57_7_PDF_amend_125.pdf,Nationwide General Insurance Company,Nationwide General Insurance Company,True
ALLSTATE_VEHICLE_PROPERTY_INS_DEC_21_7_PDF_dec_100.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
19_amend186_Farm_bererau_change.pdf,Farm Bureau General Insurance Company of Michigan,Farm Bureau General Insurance Company of Michigan,True
a2241ff1_2a3d_11eb_9847_1d34911c9a78_pdf.pdf,Erie Insurance Exchange,Erie Insurance Exchange,True
1cfa2e17_2b5e_11eb_b3c4_dd6daa0ff9b9_pdf.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
4_7_PDF_binder4_state_farm_ins_com_4.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
40_7_PDF_cancel_52_Amica_Mutual_Insurance_Company.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
4_7_PDF_binder4_state_farm_ins_com_3.pdf,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Automobile Insurance,False
aa8520a8_2b63_11eb_b3c4_cf4c7896e106_pdf.pdf,Chubb National Insurance Company,Chubb National Insurance Company,True
6a21a39d_2bb0_11eb_a46b_7973bcb13a5f_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
1cd1fb94_29cd_11eb_b3c4_bbf1d799b393_pdf.pdf,Progressive Preferred Insurance Co,Progressive Preferred Insurance Co,True
40_7_PDF_cancel_52_Amica_Mutual_Insurance_Company_Cancellation.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
25_7_PDF_decpage119_Governement_Employees_Insurance_Company_Advantage_Company_Dec.pdf,GEICO Advantage Insurance Company,GEICO Advantage Insurance Company,True
1cb64c3d_29c4_11eb_9847_c52bd7c211d8_pdf.pdf,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,True
1c5b9289_2b60_11eb_b3c4_5915fcbe8cc6_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
4_7_PDF_binder4_state_farm_ins_com_2.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
77_7_PDF_decpage119_GEICO_General_Insurance_Company_Dec.pdf,GEICO GENERAL INSURANCE COMPANY,GEICO GENERAL INSURANCE COMPANY,True
c78811a7_2a47_11eb_a46b_6b21da099f38_pdf.pdf,State Farm General Insurance Company,State Farm General Insurance Company,True
3_TRAVELLERS_09_10_2020_CANCEL_51_PDF_cancel_51.pdf,The Travelers Home and Marine Insurance Company,The Travelers Home and Marine Insurance Company,True
174_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
706dd45a_2bab_11eb_9847_7dba57efa1ed_pdf.pdf,"AMERICAN MODERN INSURANCE GROUP, INC","AMERICAN MODERN INSURANCE GROUP, INC",True
State_Farm_Fire_and_Casualty_Company_96_7_PDF_renew_158.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
TX_FARM_BUR_MUT52_7_PDF_amend_125.pdf,TX FARM BUR MUT,,False
3_7_PDF_cancel78_Travelers_Insurance_Companies_Cancellation.pdf,THE TRAVELERS INSURANCE COMPANIES,THE TRAVELERS INSURANCE COMPANIES,True
Allstate_Insurance_Company_Mortgagee_219_220_7_PDF_renew_16.pdf,Allstate Insurance Company,Allstate Insurance Company,True
NATIONWIDE_AFFINITY_INS_AMENDED_DEC_67_7_PDF_amend194.pdf,NATIONWIDE AFFINITY INS CO,NATIONWIDE AFFINITY INS CO,True
4_7_PDF_binder4_state_farm_ins_com_10.pdf,"STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY of Bloomington,","STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY of Bloomington,",True
Liberty_Mutual_Ins_Declaration_65_dec_98_2.pdf,LIBERTY MUTUAL,Mutual.,False
172_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
2f53da0a_2adf_11eb_9847_792693317e70_pdf.pdf,Universal P & C Ins. Co.,Universal P & C Ins. Co.,True
American_Commercial_ins_coReinstatement31_7_PDF_rein_5.pdf,American Commerce Insurance | American Commerce Insurance | American Commerce Insurance,American Commerce Insurance | American Commerce Insurance | American Commerce Insurance,True
State_Farm_Fire_and_Casualty_Company_95_7_PDF_renew252.pdf,State Farm Fire and casualty Company,State Farm Fire and casualty Company,True
AMERICAN_FAMILY_HOMEMORTGAGE.pdf,AMERICAN FAMILY HOME,AMERICAN FAMILY HOME,True
39_7_PDF_cancel63_AMICA_MUTUAL_INS_CO_CANCEL.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
69a16251_2b64_11eb_b3c4_27febe216dbb_pdf.pdf,MIC General Insurance Corporation,MIC General Insurance Corporation,True
171_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
aa5fc998_29d1_11eb_9847_c7c131fc4ef4_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
Trumbull_Insurance_Company10_7_PDF_amend_125.pdf,Trumbull Insurance Company,Trumbull Insurance Company,True
American_family_insurance_90_7_PDF_ID_2.pdf,AMERICAN FAMILY INSURANCE COMPANY,AMERICAN FAMILY INSURANCE COMPANY,True
4_7_PDF_bin_1Statefarm_mutual.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
170_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
4_7_PDF_bin_1Statefarm_Automobile.pdf,"STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY of Bloomington,",State Farm Automobile Insurance,False
38_cancel77_Amica_cancel.pdf,Amica Mutual Insurance Company,Amica | Amica Mutual Insurance Company,False
4_7_PDF_acord_18_FARMERS_ALLIANCE_MUTUAL_INS_COM.pdf,Farmers Alliance Mutual Ins. Co.,Farmers Alliance Mutual Ins. Co.,True
9b9b6602_29c9_11eb_9847_77d4e56235b1_pdf.pdf,State Farm Mutual Automobile Insurance Company | State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,False
2db3e150_2a47_11eb_a46b_df284ae61149_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
18_STATE_FARM_FIRE_CASUALTY_COMPANY_CANCELLATION_DOCUMENT_03_10_2020_AMEND_14_PDF_amend_14.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
American_family_mutual_insurance_company_Declaration_126_7_PDF_decpage135.pdf,AMERICAN FAMILY INSURANCE,AMERICAN FAMILY INSURANCE,True
3_7_PDF_binder4_STATE_FARM_INS_COM.pdf,State Farm Automobile Insurance,State Farm Automobile Insurance,True
37_cancel77_Amica_cancel.pdf,Amica Mutual Insurance Company,Amica Mutual Insurance Company,True
68e8b931_2bb1_11eb_a46b_b3439011a92d_pdf.pdf,Allstate Vehicle and Property Insurance Company,Allstate Vehicle and Property Insurance Company,True
67c38c0f_2b62_11eb_b3c4_516db853411f_pdf.pdf,STATE FARM FIRE AND CASUALTY COMPANY,STATE FARM FIRE AND CASUALTY COMPANY,True
3_7_PDF_binder4_state_farm_ins_com.pdf,State Farm Mutual Automobile,State Farm Mutual Automobile,True
6_MENDOTA_INSURANCE_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,MENDOTA INSURANCE COMPANY,MENDOTA INSURANCE COMPANY,True
3_7_PDF_decpage121_Viking_Insurnce_Company_of_Wisconsin_Dec.pdf,Viking Insurance Company Of Wisconsin,Viking Insurance Company Of Wisconsin,True
1af71ce3_29d4_11eb_b3c4_7be2a5636574_pdf.pdf,Main Street America Protection Insurance Company,Main Street America Protection Insurance Company,True
3_7_PDF_binder4_state_farm_ins_com_9.pdf,State Farm Mutual Automobile   Insurance Company,State Farm Mutual Automobile   Insurance Company,True
37_7_PDF_cancel63_AMICA_MUTUAL_INS_CO_CANCEL.pdf,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,True
MUTUAL_OF_ENUMCLAW_INS_CO_POLICY_CHNG_60_7_PDF_amend173.pdf,Mutual of Enumclaw Insurance Company,Mutual of Enumclaw Insurance Company,True
1b0f0c4c_2dba_11eb_a46b_877214095605_pdf.pdf,Infinity Insurance Company,Infinity Insurance Company,True
a9466f9a_2db8_11eb_b3c4_331355866d1f_pdf.pdf,The Travelers Home and Marine Insurance Company,The Travelers Home and Marine Insurance Company | Travelers Property Casualty Companies,False
c6a56eef_2a46_11eb_a46b_3954c2bfc4d2_pdf.pdf,State Farm Fire and Casualty Company.,State Farm Fire and Casualty Company.,True
36_7_PDF_cancel76_AMICA_MUTUAL_INSURANCE_COMPANY_CANCEL.pdf,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,True
2d39ac0e_2adf_11eb_b3c4_d3a42893848d_pdf.pdf,SECURITY FIRST INSUR,SECURITY FIRST INSUR,True
AMERICAN_FAMILY_INS_CO_ID_69_7_PDF_ID_4.pdf,AMERICAN FAMILY INSURANCE,AMERICAN FAMILY INSURANCE,True
3_7_PDF_binder4_state_farm_ins_com_8.pdf,State Farm Mutual Automobile   Insurance Company,State Farm Mutual Automobile   Insurance Company,True
36_7_PDF_cancel63_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,Unique Insurance Company,Unique Insurance Company,True
45_7_PDF_renew_105_AMERICAN_BANKERS_INSURANCE_RENEWAL.pdf,AMERICAN BANKERS INSURANCE COMPANY,AMERICAN BANKERS INSURANCE COMPANY,True
3_7_PDF_binder4_state_farm_ins_com_7.pdf,State Farm Mutual Automobile   Insurance Company,State Farm Mutual Automobile   Insurance Company,True
18_7_PDF_amend_6_FARM_BUREAU_INS_COM.pdf,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,True
ffd60fbd_2bac_11eb_a46b_f7bd7db51dab_pdf.pdf,AMERICAN FAMILY INSURANCE,AMERICAN FAMILY INSURANCE,True
5ea9cd32_2a3d_11eb_b3c4_2d89fcad65cb_pdf.pdf,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,FARM BUREAU MUTUAL INSURANCE COMPANY OF IDAHO,True
33d776e8_2b62_11eb_9847_5715d4be0a41_pdf.pdf,SAFETY INSURANCE GRO | SAFETY INSURANCE GRO,SAFETY INSURANCE GRO | SAFETY INSURANCE GRO,True
3_7_PDF_binder4_state_farm_ins_com_4.pdf,State Farm Automobile Insurance,State Farm Automobile Insurance,True
4783b67a_2bae_11eb_a46b_9b4e825011f9_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
Kingstone_insurance_company_97_7_PDF_rein_2.pdf,Kingstone Insurance Company,Kingstone Insurance Company,True
133_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,State Farm Fire and casualty company,State Farm Fire and casualty company,True
STATE_FARM_FIRE_AND_CASUALTY_REIN_30_7_PDF_rein28.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
3_7_PDF_binder4_state_farm_ins_com_3.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
Allstate_property_and_casualty_insurance_company_65_7_PDF_rein_2.pdf,Allstate Property and Casualty Insurance Company,Allstate Property and Casualty Insurance Company,True
5d5d5be6_2bb0_11eb_a46b_6b2f4f91b458_pdf.pdf,AMERICAN FAMILY INSURANCE GROUP,AMERICAN FAMILY INSURANCE GROUP,True
32_AMICA_MUTUAL_INSURANCE_COMPANY_09_10_2020_CANCEL_84_PDF_cancel84_5.pdf,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,True
Travelers_property_casualty_company_of_America_69_7_PDF_ID_2.pdf,Travelers Property Casualty Co of America,Travelers Property Casualty Co of America,True
1a8e6a9b_2dba_11eb_a46b_2d713a412720_pdf.pdf,Infinity Insurance Company,Infinity Insurance Company,True
3_7_PDF_binder4_state_farm_ins_com_2.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
1a48bb28_2b64_11eb_b3c4_1b145285dec2_pdf.pdf,GEICO MARINE INSURANCE COMPANY,GEICO MARINE INSURANCE COMPANY,True
5dd73659_2b5d_11eb_a46b_b345f6141f84_pdf.pdf,Encompass Insurance Company of,Encompass Insurance Company of,True
64_7_PDF_decpage119_Grinnel_Mutual_Re_insurance_Company_Dec.pdf,Grinnell Mutual Reinsurance Company,Grinnell Mutual Reinsurance Company,True
3_7_PDF_binder4_state_farm_ins_com_12.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
e1850f0f_29c2_11eb_a46b_2177043e904f_pdf.pdf,State Farm Mutual Automobile Insurance Company,State Farm Mutual Automobile Insurance Company,True
ALLSTATE_INDEMNITY_CO_MORTGAGEE_DEC_SUMMARY_41_7_PDF_amend201.pdf,Allstate Indemnity Company Mortgagee Dec Summary,Allstate Indemnity Company Mortgagee Dec Summary,True
31_AMICA_MUTUAL_INSURANCE_COMPANY_09_10_2020_CANCEL_84_PDF_cancel84_4.pdf,Amica Mutual Insurance company,Amica Mutual Insurance company,True
e1780114_29cb_11eb_a46b_9dc359121846_pdf.pdf,BoatU.S. Marine Insurance,BoatU.S. Marine Insurance,True
c63f231f_2dbc_11eb_9847_ef41f30bae0a_pdf.pdf,State Farm Fire and Casualty Company,State Farm Fire and Casualty Company,True
3_7_PDF_binder4_state_farm_ins_com_11.pdf,State Farm Mutual Automobile    Insurance Company,State Farm Mutual Automobile    Insurance Company,True
